molecule_chembl_id,canonical_smiles,standard_type,standard_value,pchembl_value,assay_chembl_id,assay_description,target_chembl_id,target_pref_name,target_organism,standard_units_norm,IC50_nM,pIC50
CHEMBL3400722,COc1ccc(N(CC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(CO)cc2)CC(=O)N2CCOCC2)cc1,IC50,890.0,6.05,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,890.0,6.050609993355087
CHEMBL3400721,Cc1c(O)cccc1N(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(CO)cc1)CC(=O)N(C)C,IC50,150.0,6.82,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,150.0,6.823908740944319
CHEMBL3400720,Cc1c(O)cccc1N(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(CO)cc1)CC(=O)N1CCOCC1,IC50,1210.0,5.92,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,1210.0,5.917214629683549
CHEMBL3400719,Cc1cccc(C)c1N(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1)CC(=O)N(C)C,IC50,1360.0,5.87,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,1360.0,5.866461091629782
CHEMBL3400718,Cc1cccc(C)c1N(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1)CC(=O)N1CCOCC1,IC50,64.0,7.19,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,64.0,7.1938200260161125
CHEMBL3400717,COc1ccc(N(CC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(N)cc2)CC(=O)N(C)C)cc1,IC50,140.0,6.85,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,140.0,6.853871964321762
CHEMBL3400716,COc1ccc(N(CC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(N)cc2)CC(=O)N2CCOCC2)cc1,IC50,1360.0,5.87,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,1360.0,5.866461091629782
CHEMBL3400715,Cc1c(O)cccc1N(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1)CC(=O)N(C)C,IC50,590.0,6.23,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,590.0,6.229147988357855
CHEMBL3400714,Cc1c(O)cccc1N(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1)CC(=O)N1CCOCC1,IC50,2730.0,5.56,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,2730.0,5.5638373529592435
CHEMBL3400713,Cc1cccc(C)c1N(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1)CC(=O)N(C)C,IC50,290.0,6.54,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,290.0,6.537602002101044
CHEMBL3400712,Cc1cccc(C)c1N(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1)CC(=O)N1CCOCC1,IC50,73.0,7.14,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,73.0,7.136677139879544
CHEMBL3400711,COc1ccc(N(CC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC(=O)N(C)C)cc1,IC50,210.0,6.68,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,210.0,6.6777807052660805
CHEMBL3400710,COc1ccc(N(CC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC(=O)N2CCOCC2)cc1,IC50,1020.0,5.99,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,1020.0,5.991399828238082
CHEMBL3400709,Cc1c(O)cccc1N(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1)CC(=O)N(C)C,IC50,610.0,6.21,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,610.0,6.214670164989233
CHEMBL3400708,Cc1c(O)cccc1N(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1)CC(=O)N1CCOCC1,IC50,6670.0,5.18,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,6670.0,5.175874166083451
CHEMBL3400707,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN(CC(=O)N(C)C)c2c(C)cccc2C)cc1,IC50,180.0,6.75,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,180.0,6.7447274948966935
CHEMBL3400155,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN(CC(=O)N2CCOCC2)c2c(C)cccc2C)cc1,IC50,15.0,7.82,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,15.0,7.823908740944319
CHEMBL3400706,COc1ccc(N(CC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(OC)cc2)CC(=O)N(C)C)cc1,IC50,220.0,6.66,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,220.0,6.657577319177793
CHEMBL3400705,COc1ccc(N(CC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(OC)cc2)CC(=O)N2CCOCC2)cc1,IC50,290.0,6.54,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,290.0,6.537602002101044
CHEMBL3400704,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN(CC(=O)N(C)C)c2cccc(O)c2C)cc1,IC50,540.0,6.27,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,540.0,6.267606240177031
CHEMBL3400703,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN(CC(=O)N2CCOCC2)c2cccc(O)c2C)cc1,IC50,1380.0,5.86,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,1380.0,5.860120913598763
CHEMBL3400726,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)CN(CC(=O)N2CCOCC2)c2cccc(O)c2C)cc1,IC50,20000.0,,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,20000.0,4.698970004336019
CHEMBL3400727,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)CN(CC(=O)N(C)C)c2cccc(O)c2C)cc1,IC50,5780.0,5.24,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,5780.0,5.2380721615794705
CHEMBL3400728,COc1ccc(N(CC(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(OC)cc2)CC(=O)N2CCOCC2)cc1,IC50,20000.0,,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,20000.0,4.698970004336019
CHEMBL3400729,COc1ccc(N(CC(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(OC)cc2)CC(=O)N(C)C)cc1,IC50,20000.0,,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,20000.0,4.698970004336019
CHEMBL3400730,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)CN(CC(=O)N2CCOCC2)c2c(C)cccc2C)cc1,IC50,8650.0,5.06,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,8650.0,5.062983892535186
CHEMBL3400731,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)CN(CC(=O)N(C)C)c2c(C)cccc2C)cc1,IC50,20000.0,,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,20000.0,4.698970004336019
CHEMBL3400732,Cc1c(O)cccc1N(CC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(CC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1)CC(=O)N1CCOCC1,IC50,20000.0,,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,20000.0,4.698970004336019
CHEMBL3400733,Cc1c(O)cccc1N(CC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(CC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1)CC(=O)N(C)C,IC50,7410.0,5.13,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,7410.0,5.130181792020672
CHEMBL3400734,COc1ccc(N(CC(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CN(CC(C)C)S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC(=O)N2CCOCC2)cc1,IC50,19210.0,4.72,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,19210.0,4.716472635138306
CHEMBL3400735,COc1ccc(N(CC(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CN(CC(C)C)S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC(=O)N(C)C)cc1,IC50,20000.0,,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,20000.0,4.698970004336019
CHEMBL3400736,Cc1cccc(C)c1N(CC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(CC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1)CC(=O)N1CCOCC1,IC50,5870.0,5.23,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,5870.0,5.231361898752386
CHEMBL3400737,Cc1cccc(C)c1N(CC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(CC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1)CC(=O)N(C)C,IC50,5880.0,5.23,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,5880.0,5.230622673923861
CHEMBL3400738,Cc1c(O)cccc1N(CC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1)CC(=O)N1CCOCC1,IC50,16070.0,4.79,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,16070.0,4.793984123236656
CHEMBL3400739,Cc1c(O)cccc1N(CC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1)CC(=O)N(C)C,IC50,5920.0,5.23,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,5920.0,5.22767829327708
CHEMBL3400740,COc1ccc(N(CC(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(N)cc2)CC(=O)N2CCOCC2)cc1,IC50,6810.0,5.17,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,6810.0,5.166852888087215
CHEMBL3400741,COc1ccc(N(CC(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(N)cc2)CC(=O)N(C)C)cc1,IC50,6960.0,5.16,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,6960.0,5.157390760389438
CHEMBL3400742,Cc1cccc(C)c1N(CC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1)CC(=O)N1CCOCC1,IC50,2590.0,5.59,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,2590.0,5.586700235918748
CHEMBL3400743,Cc1cccc(C)c1N(CC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1)CC(=O)N(C)C,IC50,490.0,6.31,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,490.0,6.309803919971486
CHEMBL3400744,Cc1c(O)cccc1N(CC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(CO)cc1)CC(=O)N1CCOCC1,IC50,6120.0,5.21,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,6120.0,5.213248577854438
CHEMBL3402096,Cc1c(O)cccc1N(CC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(CO)cc1)CC(=O)N(C)C,IC50,20000.0,,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,20000.0,4.698970004336019
CHEMBL3402097,COc1ccc(N(CC(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(CO)cc2)CC(=O)N2CCOCC2)cc1,IC50,20000.0,,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,20000.0,4.698970004336019
CHEMBL3402098,COc1ccc(N(CC(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(CO)cc2)CC(=O)N(C)C)cc1,IC50,5340.0,5.27,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,5340.0,5.272458742971444
CHEMBL3402099,Cc1cccc(C)c1N(CC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(CO)cc1)CC(=O)N1CCOCC1,IC50,8940.0,5.05,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,8940.0,5.048662481204082
CHEMBL3402100,Cc1cccc(C)c1N(CC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(CO)cc1)CC(=O)N(C)C,IC50,17300.0,4.76,CHEMBL3405129,Inhibition of HIV1 protease expressed in Escherichia coli incubated for 20 to 30 mins at room temperature using (Arg-Glu(EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg) substrate by FRET method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,17300.0,4.761953896871205
CHEMBL3577575,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC(F)(F)[C@H]21)S(=O)(=O)c1ccc(N)cc1,IC50,1000.0,6.0,CHEMBL3579420,Inhibition of N-terminal autoprocessing of transframe region-comprising wild type HIV1 protease precursor by SDS-PAGE method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,1000.0,6.0
CHEMBL3577576,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3OC[C@H](OC)[C@H]32)cc1,IC50,1000.0,6.0,CHEMBL3579420,Inhibition of N-terminal autoprocessing of transframe region-comprising wild type HIV1 protease precursor by SDS-PAGE method,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,1000.0,6.0
CHEMBL3612421,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)OCc1ccccc1,IC50,62000.0,4.21,CHEMBL3614269,Inhibition of recombinant HIV1 protease using FRET substrate peptide by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,62000.0,4.2076083105017466
CHEMBL3800626,CCc1ccc2c(c1)/C(=C1/SC(=N)NC1=O)C(=O)N2,IC50,48000.0,4.32,CHEMBL3802584,Inhibition of HIV1 subtype B protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,48000.0,4.318758762624412
CHEMBL3797258,CCc1cccc2c1NC(=O)/C2=C1\SC(=N)NC1=O,IC50,40000.0,4.4,CHEMBL3802584,Inhibition of HIV1 subtype B protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,40000.0,4.3979400086720375
CHEMBL3797729,Cc1ccc(/N=C2/NC(=O)/C(=C3/C(=O)Nc4ccccc43)S2)c(C)c1,IC50,39000.0,4.41,CHEMBL3802584,Inhibition of HIV1 subtype B protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,39000.0,4.4089353929735005
CHEMBL3800610,O=C1N/C(=N/c2cccc(O)c2)S/C1=C1\C(=O)Nc2ccccc21,IC50,27000.0,4.57,CHEMBL3802584,Inhibition of HIV1 subtype B protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,27000.0,4.568636235841013
